Unnamed: 0,xuhao,author,content,zan,zhuanfa,pinglun,public_time
13,14,魔童哪吒123,:#关注新冠肺炎##清明祭##4月4日举行全国性哀悼活动#众多领导人在北京参加悼念。 魔童哪吒123的微博视频,1,0,0,04月26日
14,15,贤欧,:#明日部分电视剧排播暂停##4月4日举行全国性哀悼活动#,1,0,0,04月26日
15,16,带你去玩水水,:ioy78哀悼逝者，致敬英雄??：如你所愿，江山无恙?；人间皆安，气清景明！#4月4日举行全国性哀悼活动#,2,0,0,04月26日
16,17,我们知己己任,:铭记英雄 缅怀同胞#4月4日举行全国性哀悼活动#～04BcLmM25。,0,0,0,04月25日
17,18,很迷惘的我,:ioy78“以凡人之肩，比肩神明”#4月4日举行全国性哀悼活动#,0,0,0,04月25日
18,19,莒县交警,【国务院公告：#4月4日举行全国性哀悼活动#】为表达全国各族人民对抗击新冠肺炎疫情斗争牺牲烈士和逝世同胞的深切哀悼，国务院决定，2020年4月4日举行全国性哀悼活动。在此期间，全国和驻外使领馆下半旗志哀，全国停止公共娱乐活动。http://t.cn/A6ZjN3g8，全国人民默哀3分钟，汽车、火车、舰船鸣笛，防空警报鸣响。#天安门广场下半旗#,0,0,0,04月24日
19,20,用户7078115110,:4月4日战“疫”日报：今日举行全国性哀悼活动http://t.cn/A6ZnwZe6,0,0,0,04月24日
20,21,我看你才是yxh,:#罗志祥手机#当4月4日举行全国性哀悼活动，罗志祥却在4月4日包下泳池别墅开party，其中有20多位衣着性感女主播 我看你才是yxh的微博视频,1438,228,194,04月23日
21,22,七号狐狸行星,:#明日部分电视剧排播暂停##4月4日举行全国性哀悼活动#我觉得是非常正确的，就应该让所有人为这些烈士缅怀，我们暂停一天娱乐并没有什么，但是这些烈士他们为了保护我们保护这个国家而献出了自己的生命，他们的一辈子就这样没了，而我们只是短暂的。暂停一天的娱乐活动，我觉得这并没有什么。我觉得把整个互联网断掉都不应该有人提出抗议，因为我们现在的幸福生活都是这些烈士给的。我非常支持这个决定，我觉得对这个行为进行吐槽的那些人都不配当中国人只有爱国家胜过爱自己，才能成为一个品德优良的公民。http://t.cn/A6ZT5oKh,2,0,0,04月22日
22,23,李小强-lixiaoqiang,://////-凉子酱:[蠟燭]//////吃不胖的小5:[蠟燭]//////段子楼://////然后下面就没了://////夕阳红活动中心://////外国快手系列:[蠟燭]//////都市音酱:#4月4日举行全国性哀悼活动#～04njyeW22。,0,0,0,04月22日
23,24,青丝情话,:ioy78“以凡人之肩，比肩神明”#4月4日举行全国性哀悼活动#,0,0,0,04月22日
24,25,晗晗好好吃饭,【周知！#4月4日举行全国性哀悼活动#】明天#清明节#，共悼逝者！,0,0,0,04月22日
25,26,用户7076601369,:4月4日战“疫”日报：今日举行全国性哀悼活动http://t.cn/A6wRD6bP,0,0,0,04月22日
26,27,金戈铁马_201102,:4月4日战“疫”日报：今日举行全国性哀悼活动http://t.cn/A6wRm3oR,0,0,0,04月22日
27,28,亓官一若,:全中国默哀三分钟，2020年4月4日举行全国性哀悼活动。在今天，每当我打开所有客户端，看到的颜色都是灰色，仿佛整个世界都安静下来了。在今天，我刷到的每一条视频都是正能量的，关于新冠疫情期间的点点滴滴，从之前的汶川大地震到新冠肺炎再到火灾，这一年发生了太多太多。让我们铭记的也太多太多。现在援助武汉的医疗队都纷纷回来了，看到武警护卫队为他们接风洗尘的视频，让人泪目，他们值得拥有这种礼遇。作为一名普通的在校大学生，我应该以此榜样。在国家危难之际，用尽所学，贡献自我。哪怕是为国家贡献出一点微小的力量，也是我的责任。刚刚还看到一个中国的留学生去大使馆凭中国国籍可以免费领取十个口罩，还特别关注中国留学生在国外有没有困难需要帮助的。出国让我们学会的是爱国，祖国永远是我们最坚实的后盾。自这件事情之后，我的爱国意识愈加强烈，希望我们的祖国明天更加地繁荣昌盛。我是重庆邮电大学的学生，我承诺在疫情结束之前，做好个人防护，在同时不信谣不传谣，服从组织安排。并尽我所能向身边的人宣传关于疫情的防护措施以及传递正能量。 春天终将来临，这场全民战“疫”我们终会胜利！,1,1,1,04月21日
28,29,荣牛奶嗞嗞,:ioy78哀悼逝者，致敬英雄??：如你所愿，江山无恙?；人间皆安，气清景明！#4月4日举行全国性哀悼活动#,0,0,0,04月21日
29,30,Fiona是饺子妈,:#明日部分电视剧排播暂停##4月4日举行全国性哀悼活动#明日全国哀悼，部分电视剧排播暂停，你为这个决定点赞吗?,0,0,0,04月21日
30,31,八一街道办事处,:敬英雄，寄哀思 | 八一街干群为烈士和逝者默哀http://t.cn/A6wQxrzB为表达全国各族人民对抗击新冠肺炎疫情斗争牺牲烈士和逝世同胞的深切哀悼国务院发布公告决定2020年4月4日举行全国性哀悼活动上午10：00我市拉响防空警报广大干部群众静立默哀3分钟街道上的汽车纷纷鸣笛八一街还组织机关、社区干部开展网络祭奠英魂活动号召居民积极参与网络祭扫祭祀，以网上祭扫方式寄托哀思、缅怀故人街党员干部通过网上献花等形式自发参与文明祭祀工作八一小学学生也用自己的方式表达追思先人网上祭英烈打卡通过在网上献花、留言寄语、撰写追忆文章、微信微博微视频和召开家庭追思会等文明祭祀活动等形式追思先人，寄托思念，减少现场祭扫，暂缓出行祭祖，暂停组织守灵、告别、祭奠等人员聚集活动，减少亲朋好友群体祭扫，避免人员集中造成疫病传播。一方面，开展文明祭祀，网上祭祀，既是当前疫情防控的形势需要，也是树立文明祭祖意识的要求。这样的方式，同样可以表达对先人的怀念。另一方面，充分利用互联网技术，可永久保存逝去亲人生前资料，网络祭扫让思念和追忆成为永恒。绘制手抄报undefined,0,0,0,04月21日
31,32,郧阳区白浪镇,4月4日，全国哀悼，下半旗志哀。为表达全国各族人民对抗击新冠肺炎疫情斗争牺牲烈士和逝世同胞的深切哀悼，国务院今天发布公告，决定2020年4月4日举行全国性哀悼活动。在此期间，全国和驻外使领馆下半旗志哀，全国停止公共娱乐活动。4月4日10时起，全国人民默哀3分钟，汽车、火车、舰船鸣笛，防空警报鸣响。,0,0,0,04月21日
32,33,勿忘静雪,:#明日部分电视剧排播暂停##4月4日举行全国性哀悼活动#虽然已过去了许多天，但心情一直没有平复过，祖国人民是不会忘记你们的，为表达全国各族人民对抗击新冠肺炎疫情斗争牺牲烈士和逝世同胞的深切哀悼 2020年4月4日举行全国性哀悼活动。记得上次是汶川大地震的时候 全国默哀三分钟 我和爸妈在大连家里 对着窗口 一边流泪一边默哀 明天 也同样会默哀三分钟 我是中国人 我为我是中国人感到骄傲自豪 愿我的祖国越来越强大 愿全球疫情早日结束 愿我爱的人和爱我的人都会健康平安 愿世界和平 愿人人都有爱…………。http://t.cn/A6ZT5oKh,6,0,4,04月21日
33,34,18305987216田培民,:《权赢240的评论：中国英雄最伟大！情怀天人民！辉煌闪亮天下情！向各位英雄敬礼！中国强大幸福安康！幸福美满！是天下大英雄用生命和鲜血换来的！我们天人民永远怀念，深刻的不忘记你的精神和勇敢！我们永热情的向...》【#4月4日举行全国性哀悼活动#天安门下半旗志哀】2020年4月,0,0,0,04月21日
34,35,Nayi-娜伊-纽约房地产,:#美国新冠肺炎累计确诊超过75万#我为什么在疫情期间买了房？#纽约买房#作为地产经纪人#美国疫情#如此严重我为什么还买了？  和大家闲聊的一期,6,6,6,04月20日
35,36,返璞归真hlqw,:4月4日战“疫”日报：今日举行全国性哀悼活动http://t.cn/A6wllHtp,0,0,0,04月19日
36,37,54小白菜呀,:#明日部分电视剧排播暂停##4月4日举行全国性哀悼活动#点赞支持 明日全国哀悼，部分电视剧排播暂停，你为这个决定点赞吗?,0,0,0,04月19日
37,38,任小妖de窝,:#明日部分电视剧排播暂停##4月4日举行全国性哀悼活动#点啊，电视剧，综艺节目什么时候不能看？全国哀悼只有一天！这个问题还有必要问吗？ 明日全国哀悼，部分电视剧排播暂停，你为这个决定点赞吗?,2,0,0,04月19日
38,39,梵喦,:全国性哀悼活动举行全国性哀悼活动举行,0,0,0,04月18日
39,40,泊头市高正机床附件厂,:#全国性哀悼活动#为表达全国各族人民对抗击新冠肺炎疫情斗争牺牲烈士和逝世同胞的深切哀悼，国务院决定，2020年4月4日举行全国性哀悼活动。04EHVJh18。此期间，全国和驻外使领馆下半旗志哀，全国停止公共娱乐活动。4月4日10时起 ，全国人民默哀3分钟，汽车、火车、舰船鸣笛，防空警报鸣响。  ...全文,0,0,0,04月18日
40,41,广州市工贸技师学院团委,:为表达全国各族人民对抗击新冠肺炎疫情斗争牺牲烈士和逝世同胞的深切哀悼，国务院今天发布公告，决定2020年4月4日举行全国性哀悼活动。在此期间，全国和驻外使领馆下半旗志哀，全国停止公共娱乐活动。4月4日10时起，全国人民默哀3分钟，汽车、火车、舰船鸣笛，防空警报鸣响。学院团委结合学院党委的工作要求，向全院全体青年学生发出倡议，开展“4月4日全国性哀悼活动”4月4日10时起，全体学生青年原地向抗击新冠肺炎疫情斗争牺牲烈士和逝世同胞深切哀悼3分钟，一同表达追思，表达崇敬之心，感念之情，传承之志。,0,0,0,04月17日
41,42,帅帅-Niki,:ioy78“以凡人之肩，比肩神明”#4月4日举行全国性哀悼活动#,0,0,0,04月17日
42,43,河南微博,:【#这是今天10点的中国人#】为表达对疫情斗争牺牲烈士和逝世同胞的深切哀悼，2020年4月4日举行全国性哀悼活动。在快手各行各业的人民都在10时进行默哀。全国停止公共娱乐活动，汽车、火车、舰船鸣笛，防空警报鸣响。愿逝者安息，山河无恙。#这是今天10点的武汉#头条新闻的微博视频,2,0,0,04月16日
43,44,包河清韵,#4月4日10时全国人民默哀3分钟#【国务院公告：#4月4日举行全国性哀悼活动#】为表达全国各族人民对抗击新冠肺炎疫情斗争牺牲烈士和逝世同胞的深切哀悼，国务院发布公告，决定2020年4月4日举行全国性哀悼活动。在此期间，全国和驻外使领馆下半旗志哀，全国停止公共娱乐活动。4月4日10时起，全国人民默哀3分钟，汽车、火车、舰船鸣笛，防空警报鸣响。（央视新闻）,0,0,0,04月16日
44,45,一面很有爱的鲤鱼旗,:#明日部分电视剧排播暂停##4月4日举行全国性哀悼活动#当然点赞支持了！毫无疑问的支持！那些一线的白衣天使们付出了多么大的牺牲！这才是真正的英雄主义！尤其是牺牲了的，都该被人们好好铭记！被历史永记！这是一场没有硝烟的“战役”！相比之下，那些鲜肉明星们的影视剧停播一下一点毛病没有！http://t.cn/A6ZT5oKh,2,0,0,04月16日
45,46,太原都市,:#山西爆料#【罔顾国殇，山西临汾尧乡古镇景区利欲熏心国家哀悼日照常组织娱乐活动】为了表达全国各族人民对抗击新冠肺炎疫情斗争牺牲烈士和逝世同胞的深切哀悼，2020年4月4日举行全国性哀悼活动。在此期间全国各行各业纷纷响应号召，停止一切公告娱乐活动，然而在4月4日当天，尧乡古镇却依然照常举行娱乐活动、组织游客现场观看表演。在抗击疫情的严峻斗争中，多名医务人员、干部职工、社区工作者因公殉职。在国家灾难面前，举国哀悼之时，尧乡古镇却这般利欲熏心，践踏道德底线，丝毫不顾国家之殇、国难之痛。一味地敛财，使“尧都”“尧乡”，徒增污名。http://t.cn/A6wiG2cShttp://t.cn/RJ2BoPz,7,0,4,04月16日
46,47,太原贴吧,:#山西爆料#【罔顾国殇，山西临汾尧乡古镇景区利欲熏心国家哀悼日照常组织娱乐活动】为了表达全国各族人民对抗击新冠肺炎疫情斗争牺牲烈士和逝世同胞的深切哀悼，2020年4月4日举行全国性哀悼活动。在此期间全国各行各业纷纷响应号召，停止一切公告娱乐活动，然而在4月4日当天，尧乡古镇却依然照常举行娱乐活动、组织游客现场观看表演。在抗击疫情的严峻斗争中，多名医务人员、干部职工、社区工作者因公殉职。在国家灾难面前，举国哀悼之时，尧乡古镇却这般利欲熏心，践踏道德底线，丝毫不顾国家之殇、国难之痛。一味地敛财，使“尧都”“尧乡”，徒增污名。PS：我擦！临汾还有这么不要脸的景区？http://t.cn/A6wiG2cShttp://t.cn/RJ2BoPz,14,6,29,04月16日
47,48,临汾新鲜事,:http://t.cn/R2Wxo7N,0,0,0,04月15日
48,49,周周不优雅,:#明日部分电视剧排播暂停##4月4日举行全国性哀悼活动#似乎从来没有一个春暖花开，如此令我们翘首以盼。逝者安息，中国加油，世界加油！！！是每一个守护者，筑起这座城市的天空，是每一份无悔的承诺，成就英雄！无论时光多么久远，有的人终究无法淹没在历史烟尘中，因为他们心中有火，眼里有光，缅怀，致敬，前行！愿这一盏灯点亮你去时的路！ 愿这一盏灯的光亮给你温暖！ 愿这一盏灯给你陪伴不再孤独！ 逝者安息！致敬所有留在寒冬的你们 春暖花开的人世间 不会忘记你们 有些人离开了我们，但我们永远不会忘记，会永远放在心底你拼命向前，来不及看一眼身后的山河无恙，愿来世，你也能安享这人间喜乐生命之战，不能言败，携手作战，无问何方。致敬疫情防控全球阻击战中无畏守护生命的所有人！致敬最可爱的人！感谢你们舍小家为大家 感谢你们给我们带来的光明和希望英雄们，春风已至，一切都是你们曾希望的样子，请一路走好！黑暗即将过去，我们一起迎日出感恩为疫情付出的同胞们 追悼为新冠牺牲的每一个人 默哀，你们一路走好英雄，是在生死攸关之际，愿意牺牲自己挽救他人的志士； 是在国家危难之时，愿意用自己的身体铺就后来者朝着胜利前行之路的勇士。 向英雄烈士致敬，一路走好。逝者安息。似乎从来没有一个春暖花开，如此令我们翘首以盼。逝者安息，中国加油，世界加油！！！是每一个守护者，筑起这座城市的天空，是每一份无悔的承诺，成就英雄！无论时光多么久远，有的人终究无法淹没在历史烟尘中，因为他们心中有火，眼里有光，缅怀，致敬，前行！愿这一盏灯点亮你去时的路！ 愿这一盏灯的光亮给你温暖！ 愿这一盏灯给你陪伴不再孤独！ 逝者安息！http://t.cn/A6ZT5oKh,3,1,0,04月15日
49,50,Rose水清月明,:《发表辱华言论法国电视评论员被处罚——停职一周。中国网友：太轻了》4月4日，是中国的清明节。为表达全国各族人民对抗击新冠肺炎疫情斗争牺牲烈士和逝世同胞的深切哀悼，中国举行全国性哀悼活动。http://t.cn/A6wiXWji,0,0,0,04月15日
50,51,临汾声音,:#临汾爆料#【罔顾国殇，尧乡古镇利欲熏心国家哀悼日照常组织娱乐活动】为了表达全国各族人民对抗击新冠肺炎疫情斗争牺牲烈士和逝世同胞的深切哀悼，2020年4月4日举行全国性哀悼活动。在此期间全国各行各业纷纷响应号召，停止一切公告娱乐活动，然而在4月4日当天，尧乡古镇却依然照常举行娱乐活动、组织游客现场观看表演。在抗击疫情的严峻斗争中，多名医务人员、干部职工、社区工作者因公殉职。在国家灾难面前，举国哀悼之时，尧乡古镇却这般利欲熏心，践踏道德底线，丝毫不顾国家之殇、国难之痛。一味地敛财，使“尧都”“尧乡”，徒增污名。@平安临汾@临汾发布http://t.cn/A6wiG2cS,3130,1274,1157,04月15日
51,52,---C_C--,:#明日部分电视剧排播暂停##4月4日举行全国性哀悼活动#停掉娱乐不是让我们闲的要死，而是让我们活得明白 明日全国哀悼，部分电视剧排播暂停，你为这个决定点赞吗?,1,0,0,04月15日
52,53,冠盖满京华love,:#明日部分电视剧排播暂停##4月4日举行全国性哀悼活动#致敬英雄，缅怀先烈，我很赞成这个决定 明日全国哀悼，部分电视剧排播暂停，你为这个决定点赞吗?,0,0,0,04月14日
53,54,跑车的春天04577,:#明日部分电视剧排播暂停##4月4日举行全国性哀悼活动#,0,0,0,04月14日
54,55,BOB-TiYu,:哀悼逝者，致敬英雄??：如你所愿，江山无恙????；人间皆安，气清景明??????！#4月4日举行全国性哀悼活动#,0,0,0,04月14日
55,56,BOB-TiYu,:“以凡人之肩，比肩神明”#4月4日举行全国性哀悼活动#,0,0,0,04月14日
56,57,倩宝儿Qrincess,:#明日部分电视剧排播暂停##4月4日举行全国性哀悼活动#赞同，向抗疫工作人员致敬,1,0,0,04月14日
57,58,华侨路街道龙蟠里社区,#微提醒#【4月4日将举行全国性哀悼活动】为表达全国各族人民对抗击新冠肺炎疫情斗争牺牲烈士和逝世同胞的深切哀悼，国务院今天发布公告，决定2020年4月4日举行全国性哀悼活动。在此期间，全国和驻外使领馆下半旗志哀，全国停止公共娱乐活动。4月4日10时起，全国人民默哀3分钟，汽车、火车、舰船鸣笛，防空警报鸣响。,0,0,0,04月14日
58,59,墨北以城,:全国性哀悼活动举行,0,0,0,04月14日
59,60,骑小毛驴溜达溜达,:#4月4日举行全国性哀悼活动#致敬英雄！ ～04mgyAw13。,0,0,0,04月13日
60,61,昆明市教育体育局,:#昆明教体新闻#【云南师大附中呈贡校区举行哀悼仪式】为表达全国各族人民对抗击新冠肺炎疫情斗争牺牲烈士和逝世同胞的深切哀悼，国务院发布公告，决定2020年4月4日举行全国性哀悼活动。 云南师大附中呈贡校区举行哀悼仪式,0,0,0,04月13日
61,62,有你就是晴天k,:#4月4日举行全国性哀悼活动#分享视频 绿洲 有你就是晴天k的微博视频,0,0,0,04月13日
62,63,荞麦家柚子,#4月4日举行全国性哀悼活动##清明祭英烈#【这一刻，#南京全城静止#！】2020年4月4日10:00，防空警报在南京上空拉响，表达对抗击新冠肺炎疫情斗争牺牲烈士和逝世同胞的深切悼念。新街口、火车站、孙中山纪念馆、雨花台革命烈士陵园……全城静止，行人驻足默哀。#全中国默哀三分钟##致敬公安英雄##哀悼抗击新冠疫情牺牲烈士和逝世同胞##愿山河无恙#http://t.cn/A6Z8afbV,0,0,0,04月13日
63,64,十堰市郧阳区南化塘镇,4月4日，全国哀悼，下半旗志哀。为表达全国各族人民对抗击新冠肺炎疫情斗争牺牲烈士和逝世同胞的深切哀悼，国务院今天发布公告，决定2020年4月4日举行全国性哀悼活动。在此期间，全国和驻外使领馆下半旗志哀，全国停止公共娱乐活动。4月4日10时起，全国人民默哀3分钟，汽车、火车、舰船鸣笛，防空警报鸣响。,1,0,0,04月13日
64,65,大脸猫有六根胡须,:#4月4日举行全国性哀悼活动#～04WkBRy13。,0,0,0,04月13日
65,66,十堰市郧阳区城市管理执法局,4月4日，全国哀悼，下半旗志哀。为表达全国各族人民对抗击新冠肺炎疫情斗争牺牲烈士和逝世同胞的深切哀悼，国务院今天发布公告，决定2020年4月4日举行全国性哀悼活动。在此期间，全国和驻外使领馆下半旗志哀，全国停止公共娱乐活动。4月4日10时起，全国人民默哀3分钟，汽车、火车、舰船鸣笛，防空警报鸣响。,0,0,0,04月13日
66,67,用户7400095213,:4月4日战“疫”日报：今日举行全国性哀悼活动http://t.cn/A6w5494l,0,0,0,04月13日
67,68,口是心非_31238,:4月4日战“疫”日报：今日举行全国性哀悼活动http://t.cn/A6w5v6j6,0,0,0,04月13日
68,69,黑白灰丶点线面,:#明日部分电视剧排播暂停##4月4日举行全国性哀悼活动#个人觉得这是应该的！应该让我们这次事件的所有经历者都永远铭记在心。防范于未然！而且这也是对付出生命来捍卫大多数人的医护和各个工作岗位的人的一种敬仰！ 明日全国哀悼，部分电视剧排播暂停，你为这个决定点赞吗?,1,0,0,04月12日
69,70,湖北城建市政工程学院团总支_,:“清明追思，家国永念”主题演讲比赛活动成功举办为了铭记抗击新冠肺炎疫情斗争牺牲烈士和逝世同胞。在2020年4月4日举行全国性哀悼活动之后，市政工程学院团总支于4月8日举办了“清明追思，家国永念”主题演讲线上比赛活动。这次活动，是对逝者表达哀悼与追思的一种仪式，这个仪式是郑重的、严肃的、深沉的。我们能够切身感受到抗击疫情的过程，积极为抗疫献出自己的一份力量，用实际行动彰显其爱国主义。活动过程中，共有7位同学参与了演讲。大家分享了自己在疫情期间的感受，此次疫情期间自己做了什么、学到了什么。此外还有两位同学以视频的形式，向大家分享了自己的感想，精彩的演讲、感人的故事赢得了大家的称赞。经过两个小时的激烈角逐，最终张子佶同学的视频《14亿人的三分钟》获得了本次演讲比赛的第一名。视频《14亿人三分钟》（图1）经历此次疫情，不仅能够提升大学生思想政治教育水平，提升大学生民族自豪感与自信心。也让我们看到了中华民族众志成城的团结力量，自强不息的奋斗精神，天下兴亡匹夫有责的家国情怀。这些中国民族的传统美德在抗击疫情中被激发，不禁让人觉得“生为中国人，我骄傲!我自豪!”主持人在播放视频（图2）一年一清明，一岁一相思。清明，给了纪念最郑重的仪式感。斯人已去，风范长存。（文 张子佶/图 张子佶）#清明追思家国永念#,5,0,0,04月12日
70,71,蒋肇琪每日見中華,:#明日部分电视剧排播暂停##4月4日举行全国性哀悼活动#啥事？ 明日全国哀悼，部分电视剧排播暂停，你为这个决定点赞吗?,2,0,1,04月12日
71,72,北京有福同享,:台上几分钟，台下几天功。昨晚嘟嘟作为线上班会的4个主持人之一负责第一个环节。报名、设计方案、修改、调整、请教老师、会前发小通知、出备用题、临场应变、控制时间……本来安排在上周六，但因当天举行全国性哀悼活动，顺延至昨晚。不然，上周会连着主持两场，还有小组交流会（轮流主持）。,1,0,0,04月12日
72,73,南开区体育中心街道办事处,:#政务动态#2020年的清明节，正值新冠肺炎疫情防控期间，国务院公告举行全国性哀悼活动。为减少人员流动和聚集增加带来的风险，殡仪馆、公墓等服务机构停止祭扫服务，体育中心街组织社区及时发布通知，鼓励和号召居民群众同步收看电视，进行网上祭扫寄托哀思，号召广大青少年们进行网上“祭英烈”活动，不仅悼念我们的先烈，更深切悼念因抗击疫情而牺牲的烈士们、医护人员和因疫情逝去的同胞们。,0,0,0,04月12日
73,74,用户7416044599,:#4月4日举行全国性哀悼活动#,0,0,0,04月12日
74,75,·馨祺·,:#明日部分电视剧排播暂停##4月4日举行全国性哀悼活动#为表达全国各族人民对抗击新冠肺炎疫情斗争牺牲烈士和逝世同胞的深切哀悼 2020年4月4日举行全国性哀悼活动。记得上次是汶川大地震的时候 全国默哀三分钟 我和爸妈在大连家里 对着窗口 一边流泪一边默哀 明天 也同样会默哀三分钟 我是中国人 我为我是中国人感到骄傲自豪 愿我的祖国越来越强大 愿全球疫情早日结束 愿我爱的人和爱我的人都会健康平安 愿世界和平 愿人人都有爱http://t.cn/A6ZT5oKh,3,0,0,04月11日
75,76,凤凰街道蓝天园社区,#微提醒#【4月4日将举行全国性哀悼活动】为表达全国各族人民对抗击新冠肺炎疫情斗争牺牲烈士和逝世同胞的深切哀悼，国务院今天发布公告，决定2020年4月4日举行全国性哀悼活动。在此期间，全国和驻外使领馆下半旗志哀，全国停止公共娱乐活动。4月4日10时起，全国人民默哀3分钟，汽车、火车、舰船鸣笛，防空警报鸣响。,0,1,0,04月11日
76,77,阿鹿的Andy,【周知！#4月4日举行全国性哀悼活动#】明天#清明节#，共悼逝者！,0,0,0,04月11日
77,78,枚妙绝伦,:#明日部分电视剧排播暂停##4月4日举行全国性哀悼活动#不能更认同！ 明日全国哀悼，部分电视剧排播暂停，你为这个决定点赞吗?,1,0,0,04月11日
78,79,为母则刚的妞儿娘亲,:#明日部分电视剧排播暂停##4月4日举行全国性哀悼活动#喜庆主题和娱乐性质的节目必须暂停，这不是点赞不点赞的问题，这是作为中国人毋庸置疑的做法。 明日全国哀悼，部分电视剧排播暂停，你为这个决定点赞吗?,0,0,0,04月11日
79,80,素夜墨浅7,:#明日部分电视剧排播暂停##4月4日举行全国性哀悼活动#,1,0,0,04月11日
80,81,用户7330397192,:#明日部分电视剧排播暂停##4月4日举行全国性哀悼活动#点赞 明日全国哀悼，部分电视剧排播暂停，你为这个决定点赞吗?,0,0,0,04月11日
81,82,我今天比昨天进步了吗,:【4.4】2020第95天●运动：keep  10min●英语单词打卡4.4举行全国性哀悼活动，禁止一切娱乐活动，上午10时，举国同悲，默哀3分钟，哀悼抗击新冠肺炎疫情牺牲烈士和逝世同胞。这次的哀悼活动很难忘，毕竟亲身经历目睹了这一切，虽说十多年前汶川地震也肯定有举办这样的哀悼活动，但因时间久远早已记不起，这次哀悼，微信公众号、微博头像等好多APP都用暗淡灰色表示哀悼与纪念。小外甥也站在窗前在警报声中低下了头诚既勇兮又以武，终刚强兮不可凌愿逝者安息，生者坚强！#哀悼抗击新冠疫情牺牲烈士和逝世同胞##4月4日举行全国性哀悼活动#,2,0,0,04月11日
82,83,16岁少女遭老师轮流布置作业,:#明日部分电视剧排播暂停#对抗击新冠肺炎疫情斗争牺牲烈士和逝世同胞表达我们深切的哀悼，2020年4月4日举行全国性哀悼活动,1,0,0,04月10日
83,84,林间小溪02065,【转发传递！今天，#全中国默哀三分钟#】为表达对抗击新冠肺炎疫情斗争牺牲烈士和逝世同胞的深切哀悼，2020年4月4日举行全国性哀悼活动。全国和驻外使领馆下半旗志哀，全国停止公共娱乐活动。4月4日10时起，全国人民默哀3分钟，汽车、火车、舰船鸣笛，防空警报鸣响。现场直播↓↓http://t.cn/A6ZQgHqs.,0,0,0,04月10日
84,85,庐阳正道,#4月4日10时全国人民默哀3分钟#【国务院公告：#4月4日举行全国性哀悼活动#】为表达全国各族人民对抗击新冠肺炎疫情斗争牺牲烈士和逝世同胞的深切哀悼，国务院发布公告，决定2020年4月4日举行全国性哀悼活动。在此期间，全国和驻外使领馆下半旗志哀，全国停止公共娱乐活动。4月4日10时起，全国人民默哀3分钟，汽车、火车、舰船鸣笛，防空警报鸣响。（央视新闻）,0,0,0,04月10日
85,86,茂名市财政局,:国务院办公厅关于为新冠肺炎疫情牺牲烈士和逝世同胞举行全国性哀悼活动的通知  国务院办公厅关于为新冠肺炎疫情牺牲烈士和逝世同胞举行全国性哀悼活动的通知（国办发明电〔2020〕12号）,0,0,0,04月10日
86,87,茂名市财政局,:国务院公告:4月4日举行全国性哀悼活动http://t.cn/A6Ze6O6e,0,0,0,04月10日
